Abstract,predict
"Bump actions/setup-python from 4 to 5

Bumps [actions/setup-python](https://github.com/actions/setup-python) from 4 to 5.
- [Release notes](https://github.com/actions/setup-python/releases)
- [Commits](https://github.com/actions/setup-python/compare/v4...v5)

---
updated-dependencies:
- dependency-name: actions/setup-python
 dependency-type: direct:production
 update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>",0
"Rename classes in test folder

The TestEstimator and TestRefuter were falsely interpreted as unit test classes due to their ""Test"" prefix.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix issue with kernel_based independence tests with object types

The KCI implementation does require the numpy type to be a numerical type explicitly. This commit converts the dtype to 'float' to ensure this.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Potential fix for timeout errors in unit tests

It seems there is a problem with one of the unit tests that explicitly rely on timeouts. Removing this test to avoid these issues in builds.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Bump actions/stale from 8 to 9

Bumps [actions/stale](https://github.com/actions/stale) from 8 to 9.
- [Release notes](https://github.com/actions/stale/releases)
- [Changelog](https://github.com/actions/stale/blob/main/CHANGELOG.md)
- [Commits](https://github.com/actions/stale/compare/v8...v9)

---
updated-dependencies:
- dependency-name: actions/stale
 dependency-type: direct:production
 update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>",0
"Bump pmorelli92/github-container-registry-build-push from 2.1.0 to 2.2.1

Bumps [pmorelli92/github-container-registry-build-push](https://github.com/pmorelli92/github-container-registry-build-push) from 2.1.0 to 2.2.1.
- [Release notes](https://github.com/pmorelli92/github-container-registry-build-push/releases)
- [Commits](https://github.com/pmorelli92/github-container-registry-build-push/compare/2.1.0...2.2.1)

---
updated-dependencies:
- dependency-name: pmorelli92/github-container-registry-build-push
 dependency-type: direct:production
 update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",0
"fixed a bug where wrong node is identified as unknown model (#1108)

Fixed a bug where wrong node is identified as unknown model

---------

Signed-off-by: priyadutt <bhattpriyadutt@gmail.com>",0
"equation to graph implementation with test cases added.

Signed-off-by: priyadutt <bhattpriyadutt@gmail.com>",0
"Fix errors in README and add a test to avoid such errors in the future (#1103)

* fixing pypi readme errors and adding a test

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* installing dynamic versioning

Signed-off-by: Amit Sharma <amit_sharma@live.com>

---------

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Fixing python publish workflow to run after version tag is created (#1100)

fixed workflow to include tags and fixed pyproject to output the latest tag version

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Fix formatting issue in readme (#1099)

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"updated python publish workflow to support pypi 2fa

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Version Bump v0.11: Updated gcm rst because of folder changes (#1097)

updated gcm rst because of folder changes

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Add compatibility between GCM and CausalModel class (#1084)

* Add compatibility between GCM and CausalModel class

Before, the causal graphs between the GCM and CausalModel part required some additional work to be converted.
Now, a GCM can be used to initiate a CausalModel or CausalGraph and vice versa.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>

* minor changes and updating docstrings

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* fixed error when incompatible type is added and added a test for it

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* fixed formatting issues

Signed-off-by: Amit Sharma <amit_sharma@live.com>

---------

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Amit Sharma <amit_sharma@live.com>
Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"Fix small typo in user guide (#1095)

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix issue in falsify method when no tests were performed

It now does not raise a division by zero error anymore. Other changes:
- Add new parameter indicating whether the method requires data for all nodes in the graph or also allows a subset of data.
- If no tests were performed, the summary now returns ""Cannot be evaluated"".

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Remove DeepIV econml estimator from notebook and fix flaky test (#1091)

* removed deepiv and updated flaky test

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* black reformattingb

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* removed all outputs from nb

Signed-off-by: Amit Sharma <amit_sharma@live.com>

---------

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Link list of estimators in estimate_method docstring (#1094)

* linked to up-to-date list of estimators

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* updated docs

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* using absolute paths

Signed-off-by: Amit Sharma <amit_sharma@live.com>

---------

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Bug fix for frontdoor identification and a new set of tests (#1093)

* fixed frontdoor bug and added tests

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* updated docstring

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* reformatted file

Signed-off-by: Amit Sharma <amit_sharma@live.com>

---------

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Bug fix: Linear regression CATE estimates were not shown even when need_conditional_estimates is True (#1092)

* fixed bug where CATE is not returned by lr

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* added test

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* formatted file

Signed-off-by: Amit Sharma <amit_sharma@live.com>

---------

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Change readme notebook links to compiled HTML versions

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Revised documentation

- Slightly update and revise existing GCM notebooks
- Moving mediation analysis, direct arrow strength and ICC to their own ""Quantify Causal Influence"" section
- Adding brief overview to describe differences between the quantification methods
- Change navigation image to reflect newest changes
- Adding related notebooks links to some of the causal task entries
- Adding a direct arrow strength example to the ICC notebook
- Adding a brief overview of the available root cause analysis and explanation methods
- Smaller revision of other GCM entries, such as the basic example
- Smaller typos and missing refernce fixes

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Make example sections more prominent

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add pywhy refrence

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix documentation box

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Update

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Update

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"added decision-making intro and econml code snippet

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Overhauled readme

- Reduce it only the essential points
- Add image as overview of the offered features
- Made connection between GCM and PO framework more consistent
- Revise the GCM example to an executable code snipped
- Removed conda installation guide, because conda is still at version 0.8
- Extended some references to include GCM related work
- Fix build status icon
- Changed github references to py-why (was still pointing to microsoft)

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add explicit support for discrete ANMs

- Add new Discrete Additive Noise Model class that enforces the outputs to be discrete. This should help in generating more consistent data.
- As part of this, revised the auto assignment function and revised its docstring.
- Revise the auto assignment summary.
- Revise the evaluation summary.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Proposal: Finalize functional API refactor - deprecate causal graph (#943)

* Deprecate CausalGraph

The effect estimation API is now based on an functional API that expects a networkx graph as input.

- The graph should now be defined via a networkx graph. Most identification methods now expect an additional ""observed_nodes"" parameter accordingly.
- CausalModel and CausalGraph still exist and should be compatible with the old API.

---------

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Amit Sharma <amit_sharma@live.com>
Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"auto identify the effect modifier columns for `effect' method for EconML estimators (#1061)

* auto identify the effect modifier columns

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* fixed formatting errors

Signed-off-by: Amit Sharma <amit_sharma@live.com>

---------

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Extend GCM model evaluation by additional metrics

In addition to CRPS and depending on the node data type, it now also reports the MSE, NMSE, R2 and F1 score.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add new example notebook demonstrating the use of the ICC methond in GCM

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Change default parameter of SVC model in the GCM module

Before, the Support Vector Classifier did not produce probabilities, which are required for different algorithms in the GCM module. This changes the 'probability' parameter to True.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix issue in bar_plot with misspecified confidence intervals

If the confidence intervals are misspecified, e.g., greater lower bound than upper bound, the method threw an error before. This, however, can sometimes happen due to precision errors in some algorithms and lead to random build fails. This change fixes the issue and ignores invalid intervals accordingly.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix issue with MedianCDFQuantileScorer

Before, the scorer was not able to handle numpy object types directly. However, GCM often uses the object dtype to ensure support of mixing categorical and float values. This fixes the handling of object dtypes by explicitly converting them to floats first.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Bump actions/github-script from 6 to 7

Bumps [actions/github-script](https://github.com/actions/github-script) from 6 to 7.
- [Release notes](https://github.com/actions/github-script/releases)
- [Commits](https://github.com/actions/github-script/compare/v6...v7)

---
updated-dependencies:
- dependency-name: actions/github-script
 dependency-type: direct:production
 update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>",0
"Add GCM online shop example notebook

This is an updated and slightly modified version of the blog post: https://aws.amazon.com/blogs/opensource/root-cause-analysis-with-dowhy-an-open-source-python-library-for-causal-machine-learning/

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix handling of NaN values in MedianCDFQuantileScorer

NaN values are now correctly counted when estimating the anomaly score.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix issue in KL estimation using knn

Before, the method threw an error when all samples were equal. However, in these cases, it should rather return a KL divergence of 0.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",1
"Remove deprecated feature.py module from GCM

These methods are now available in the feature_relevance.py module.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add new GCM model evaluation module

This module adds a new method for evaluating a fitted gcm. Here, we evaluate the performance of causal mechanisms, the underlying modeling assumptions (if possible), the goodness of the generated joint distribution and the graph structure. This utilizes some of the existing methods, but also introduces new ones.

This further adds a new user guide and notebook entries demonstrating the usage.

Part of introducing the module required to make some changes in other modules and implementatins, which are mostly fixes and improvements.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Address issue with timeouts in unit change tests

The build sometimes randomly fails due to a timeout issue in the unit tests of the unit change methods of the GCM module. While this only happens in the github builds, this is most likely due to the prallelization of the underlying RandomForestRegressors being fitted.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Remove 'experimental' disclaimer from GCM modules

Also slightly change citation hint.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Revise display of notebook examples in documentation

This change aims at providing a better overview of the notebooks by displaying them as separate cards instead of a card carousel.

Other changes:
- Introductory examples and Real world-inspired examples are now more prominent with individual images and a grid layout by 2 per-row.
- All other examples are now in a grid layout with 3 examples per row.
- Clear outputs of some notebooks.
- Fix issue with rendering counterfactual example notebook.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix issue with linear regressor with fixed parameters

Before, when creating a linear regressor with fixed parameters, these parameters are overridden when fit to data. Now, the parameters remain fixed.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix issue with auto assignment with imbalanced classes

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add new method to estimate KL divergence using classifier

This should work better with multivariate data and mixed data types. However, it is generally slower than the knn appraoch.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix frontdoor estimation bug (#1060)

* fixed frontdoor bug

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* fixed formatting issues

Signed-off-by: Amit Sharma <amit_sharma@live.com>

---------

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Relaxed depedency version requirements for sympy and cython (#1062)

relaxed depedency version requirements

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Change use of Protocol from typing instead of typing_extension

The graph module uses Protocols, which is natively supported since Python 3.8 (the required minimum version for DoWhy). To support Protocols in earlier Python versions, an extension provided Protocol support. However, this extension can causes compatibility issues with newer versions of other packages.

DoWhy now uses the Protocol implementation that is available since Python 3.8.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
